year,rank,artist,title,wiki.url,songlyrics.url,lyrics,song.length,label,genre,line_repeat_count,title_repeat_count
1972,10,Wayne Newton,"""Daddy Don't You Walk So Fast""",https://en.wikipedia.org/wiki/Daddy_Don%27t_You_Walk_So_Fast,https://www.songlyrics.com/wayne-newton/daddy-don-t-you-walk-so-fast-lyrics/,"The love between the two of us was dying
And it got so bad I knew I had to leave
But halfway down that highway when I turned around I
Saw
My little daughter running after me
Crying

Daddy, don't you walk so fast
Daddy, don't you walk so fast
Daddy, slow down some 'cause you're makin' me run
Daddy, don't you walk so fast

Now, it broke my heart to tell my little daughter
That her daddy had to run to catch a train
She had no way of knowin' I was leavin' home for good
I turned around and there she was again
As she said to me

Daddy, don't you walk so fast
Daddy, don't you walk so fast
Daddy, slow down some 'cause you're makin' me run
Daddy, don't you walk so fast

If only for the sake of my sweet daughter
I just had to turn back home right there and then
And try to start a new life with the mother of my
Child
I couldn't bear to hear those words again
She cried and said

Daddy, don't you walk so fast
(My daughter cried)
Daddy, don't you walk so fast
Daddy, slow down some 'cause you're makin' me run
Daddy, don't you walk so fast

Daddy, slow down some 'cause you're makin' me run
Oh, daddy, don't you walk so fast",3:18,Chelsea,Pop,13,10
1973,1,Tony Orlando and Dawn,"""Tie a Yellow Ribbon Round the Ole Oak Tree""",https://en.wikipedia.org/wiki/Tie_a_Yellow_Ribbon_Round_the_Ole_Oak_Tree,NA,NA,3:20,Bell,Pop,NA,NA
1973,2,Jim Croce,"""Bad, Bad Leroy Brown""","https://en.wikipedia.org/wiki/Bad,_Bad_Leroy_Brown",https://www.songlyrics.com/jim-croce/bad-bad-leroy-brown-lyrics/,"Well, the south side of Chicago
Is the baddest part of town
And if you go down there
You better just beware
Of a man name of Leroy Brown

Now Leroy more than trouble
You see he stand 'bout six foot four
All those downtown ladies call him ""Treetop Lover""
All the men just call him ""Sir""

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

Now Leroy he a gambler
And he like his fancy clothes
And he like to wave his diamond rings
Under everybody's nose

He got a custom Continental
He got an El Dorado too
He got a 32 gun in his pocket full a fun
He got a razor in his shoe

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

Well Friday 'bout a week ago
Leroy shootin' dice
And at the edge of the bar
Sat a girl named Doris
And oh that girl looked nice

Well, he cast his eyes upon her
And the trouble soon began
And Leroy Brown had learned a lesson
'Bout a-messin' with the wife of a jealous man

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than a-old King Kong
And meaner than a junkyard dog

Well the two men took to fighting
And when they pulled them from the floor
Leroy looked like a jigsaw puzzle
With a couple of pieces gone

And it's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

Yeah, he was badder than old King Kong
And meaner than a junkyard dog",3:02,"ABC
Vertigo (international)",Boogie-woogie,19,5
1973,3,Roberta Flack,"""Killing Me Softly with His Song""",https://en.wikipedia.org/wiki/Killing_Me_Softly_with_His_Song,https://www.songlyrics.com/roberta-flack/killing-me-softly-with-his-song-lyrics/,"Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song

I heard he sang a good song
I heard he had a style
And so I came to see him, to listen for a while
And there he was, this young boy
A stranger to my eyes

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song

I felt all flushed with fever
Embarrassed by the crowd
I felt he found my letters and read each one out loud
I prayed that he would finish
But he just kept right on

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song

He sang as if he knew me
In all my dark despair
And then he looked right through me as if I wasn't there
And he just kept on singing
Singing clear and strong

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me

He was strumming my pain
Yeah, he was singing my life
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song",3:46,Capitol,Folk,37,13
1973,4,Marvin Gaye,"""Let's Get It On""",https://en.wikipedia.org/wiki/Let%27s_Get_It_On_(song),https://www.songlyrics.com/marvin-gaye/let-s-get-it-on-lyrics/,"I've been really tryin', baby
Tryin' to hold back this feeling for so long
And if you feel like I feel, baby
Then, c'mon, ooh, c'mon
Let's get it on
Ah, baby, let's get it on
Let's love, baby
Let's get it on, sugar
Let's get it on

We're all sensitive people
With so much to give
Understand me, sugar
Since we've got to be here
Let's live
I love you
There's nothing wrong with me
Loving you, baby no no
And giving yourself to me can never be wrong
If the love is true
Don't you know how sweet and wonderful life can be

I'm asking you baby to get it on with me

I ain't gonna worry
I ain't gonna push, won't push you baby
So c'mon, c'mon, c'mon, c'mon, c'mon, baby
Stop beatin' 'round the bush

Let's get it on
Let's get it on
You know what I'm talkin' 'bout
C'mon, baby
Let your love come out
If you believe in love

Let's get it on
Let's get it on, baby
This minute, oh yeah
Let's get it on
Please, let's get it on

C'mon, c'mon, c'mon, c'mon, c'mon, baby

Stop beatin' 'round the bush
Oh, gonna get it on
Threaten' you, baby
I wanna get it on
You don't have to worry that it's wrong
If the spirit moves ya
Let me groove ya good
Let your come down

Oh, get it on
C'mon, baby

Do you know the meaning?
I've been sanctified
Girl, you give me good feeling","4:53 (album version)
3:58 (single edit)",Tamla,"Soul, R&B, deep funk",10,10
1973,5,Paul McCartney & Wings,"""My Love""",https://en.wikipedia.org/wiki/My_Love_(Paul_McCartney_%26_Wings_song),NA,NA,4:07,Apple,"Soft rock, lounge",NA,NA
1973,6,Kris Kristofferson,"""Why Me""",https://en.wikipedia.org/wiki/Why_Me_(Kris_Kristofferson_song),https://www.songlyrics.com/kris-kristofferson/why-me-lyrics/,"Why me Lord?
What have I ever done
To deserve even one
Of the pleasure I've known?

Tell me, Lord
What did I ever do
That was worth lovin' you
For the kindness you've shown?

Lord help me, Jesus
I've wasted it so
Help me, Jesus
I know what I am

But now that I know
That I needed you so
Help me, Jesus
My soul's in your hands

Try me, Lord
If you think there's a way
I can try to repay
All I've taken from you

Maybe, Lord
I can show someone else
What I've been through myself
On my way back to you

Lord help me, Jesus
I've wasted it so
Help me, Jesus
I know what I am

But now that I know
That I've needed you so
Help me, Jesus
My soul's in your hands

Lord help me, Jesus
I've wasted it so
Help me, Jesus
I know what I am

But now that I know
That I've needed you so
Help me, Jesus
My soul's in your hands

Jesus
My soul's in your hands",3:26,Monument Records 31909,Country gospel,24,1
1973,7,Elton John,"""Crocodile Rock""",https://en.wikipedia.org/wiki/Crocodile_Rock,https://www.songlyrics.com/elton-john/crocodile-rock-lyrics/,"I remember when rock was young
Me and Susie had so much fun
Holding hands and skimming stones
Had an old gold Chevy, and a place of my own

But the biggest kick I ever got
Was doing a thing called the Crocodile Rock
While the other kids were rocking 'round the clock
We were hopping and bopping to the Crocodile Rock, well

Crocodile rocking is something shocking
When your feet just can't keep still
I never knew me a better time and I guess I never will
Oh, lawdy mama those Friday nights
When Suzie wore her dresses tight
And the Crocodile rocking was out of sight

Laa, la-la-la-la-laa
La-la-la-la-laa
La-la-la-la-laa

But the years went by and the rock just died
Suzie went and left me for some foreign guy
Long nights crying by the record machine
Dreaming of my Chevy and old blue jeans

But they'll never kill the thrills we've got
Burning up to the Crocodile Rock
Learning fast as the weeks went past
We really thought the Crocodile Rock would last, well

Crocodile rocking is something shocking
When your feet just can't keep still
I never knew me a better time and I guess, I never will
Oh, lawdy mama those Friday nights
When Suzie wore her dresses tight
Crocodile rocking was out of sight

Laa, la-la-la-la-laa
La-la-la-la-laa
La-la-la-la-laa

I remember when rock was young
Me and Suzie had so much fun
Holding hands and skimming stones
Had an old gold Chevy, and place of my own

But the biggest kick I ever got
Was doing a thing called the Crocodile Rock
While the other kids were rocking 'round the clock
We were hopping and bopping to the Crocodile Rock, well

Crocodile rocking is something shocking
When your feet just can't keep still
I never knew me a better time and I guess, I never will
Oh, lawdy mama those Friday nights
When Suzie wore her dresses tight
Crocodile rocking was out of sight

Laa, la-la-la-la-laa
La-la-la-la-laa
La-la-la-la-laa

Laa, la-la-la-la-laa
La-la-la-la-laa
La-la-la-la-laa

Laa, la-la-la-la-laa
La-la-la-la-laa
La-la-la-la-laa","3:56 (album version, US 45 version)
3:23 (single version)","DJM (UK)
MCA (US)","Rock and roll, glam rock, pop rock",43,12
1973,8,Billy Preston,"""Will It Go Round in Circles""",https://en.wikipedia.org/wiki/Will_It_Go_Round_in_Circles,https://www.songlyrics.com/billy-preston/will-it-go-round-in-circles-lyrics/,"I've got a song, I ain't got no melody
I'ma gonna sing it to my friends
I've got a song, I ain't got no melody
I'ma gonna sing it to my friends

Will it go 'round in circles?
Will it fly high like a bird up in the sky?
Will it go 'round in circles?
Will it fly high like a bird up in the sky?

I've got a story, ain't got no moral
Let the bad guy win every once in a while
I've got a story, ain't got no moral
Let the bad guy win every once in a while

Will it go 'round in circles?
Will it fly high like a bird up in the sky?
Will it go 'round in circles?
Will it fly high like a bird up in the sky?

I've got a dance, I ain't got no steps, no
I'm gonna let the music move me around
I've got a dance, I ain't got no steps
I'ma gonna let the music move me around

Will it go 'round in circles?
Will it fly high like a bird up in the sky?
Will it go 'round in circles?
Will it fly high like a bird up in the sky?

Well
Well
Well
Well

Will it go 'round in circles?
Will it fly high like a bird up in the sky?
Will it go 'round in circles?
Will it fly high like a bird up in the sky?

I've got a song, I ain't got no melody
I'ma gonna sing it to my friends
I've got a song, I ain't got no melody
I'ma gonna sing it to my friends

Will it go 'round in circles?
Will it fly high like a bird up in the sky?
Will it go 'round in circles?
Will it fly high like a bird up in the sky?

Will it fly high like a bird up in the sky?
Will it go 'round in circles?
Will it fly high like a bird up in the sky?
Go 'round in circles?

Will it fly high like a bird up in the sky?
Will it go 'round in circles?
Will it fly high like a bird up in the sky?
Ooh","3:42 (single version)
4:28 (album version)",A&M,"Funk, soul",42,12
1973,9,Carly Simon,"""You're So Vain""",https://en.wikipedia.org/wiki/You%27re_So_Vain,https://www.songlyrics.com/carly-simon/you-re-so-vain-lyrics/,"Son of a gun

You walked into the party like you were walking onto a yacht
Your hat strategically dipped below one eye
Your scarf it was apricot
You had one eye in the mirror, as you watched yourself gavotte
And all the girls dreamed that they'd be your partner
They'd be your partner and

You're so vain
You probably think this song is about you

You're so vain (you're so vain)
I bet you think this song is about you
Don't you don't you?

You had me several years ago when I was still quite naive
Well you said that we made such a pretty pair and that you would never leave
But you gave away the things you loved
And one of them was me
I had some dreams they were clouds in my coffee clouds in my coffee and
You're so vain

You probably think this song is about you
You're so vain (you're so vain)

I bet you think this song is about you
Don't you don't you don't you?
I had some dreams they were clouds in my coffee clouds in my coffee and

You're so vain
You probably think this song is about you

You're so vain (you're so vain)
I bet you think this song is about you
Don't you don't you?

Well I hear you went up to Saratoga
And your horse naturally won
Then you flew your lear jet up to Nova Scotia
To see the total eclipse of the sun

Well you're where you should be all the time
And when you're not, you're with some underworld spy
Or the wife of a close friend wife of a close friend and

You're so vain
You probably think this song is about you
You're so vain (so vain)
I bet you think this song is about you
Don't you don't you don't you?

You're so vain
You probably think this song is about you
You're so vain
Probably think this song about you
You're so vain",4:19,Elektra,"Soft rock, folk rock, pop",25,14
1973,10,Diana Ross,"""Touch Me in the Morning""",https://en.wikipedia.org/wiki/Touch_Me_in_the_Morning_(song),https://www.songlyrics.com/diana-ross/touch-me-in-the-morning-lyrics/,"Touch me in the mornin'
Then just walk away
We don't have tomorrow
But we had yesterday

Hey, wasn't it me who said
That nothin' good's gonna last forever?
And wasn't it me who said
Let's just be glad for the time together?
It must've been hard to tell me
That you've given all you had to give
I can understand your feelin' that way
Everybody's got their life to live

Well, I can say goodbye
In the cold mornin' light
But I can't watch love die
In the warmth of the night

If I've got to be strong
Don't you know I need to
Have tonight, when you're gone?
'Til you go, I need to
Lie here and think about
The last time that you'll

Touch me in the mornin'
Then just close the door
Leave me as you found me
Empty like before

Hey, wasn't it yesterday
We used to laugh at the wind behind us?
Didn't we run away and hope
That time wouldn't try to find us?
(Didn't we run?)
Didn't we take each other
To a place where no one's ever been?
Yeah, I really need you near me tonight
'Cause you'll never take me there again

Let me watch you go
With the sun in my eyes
We've seen how love can grow
Now we'll see how it dies

If I've got to be strong
Don't you know I need to
Have tonight, when you're gone?
'Til you go, I need to
Hold you until the time
Your hands reach out and

Touch me in the mornin'
(In the mornin')
We're blue and gold
And we could feel one another livin'
(Then just walk away)
We walked with a dream to hold
And we could take what the world was givin'

(We don't have tomorrow)
There's no tomorrow here
There's only love and the time to chase it
(But we had yesterday)
Yesterday's gone, my love
There's only now and it's time to face it
(Touch me in the mornin')",3:26 (single version),Motown,"Pop, R&B",11,0
1974,1,Barbra Streisand,"""The Way We Were""",https://en.wikipedia.org/wiki/The_Way_We_Were_(song),https://www.songlyrics.com/barbra-streisand/the-way-we-were-lyrics/,"Memories
Light the corners of my mind
Misty watercolor memories
Of the way we were

Scattered pictures
Of the smiles we left behind
Smiles we gave to one another
For the way we were

Can it be that it was all so simple then?
Or has time re-written every line?
If we had the chance to do it all again
Tell me, would we?
Could we?

Memories
May be beautiful and yet
What's too painful to remember
We simply to choose to forget

So it's the laughter
We will remember
Whenever we remember
The way we were
The way we were",3:29,Columbia,"Pop, soft rock, easy listening",4,4
1974,2,Terry Jacks,"""Seasons in the Sun""",https://en.wikipedia.org/wiki/Seasons_in_the_Sun,https://www.songlyrics.com/terry-jacks/seasons-in-the-sun-lyrics/,"Goodbye to you, my trusted friend
We've known each other since we were nine or ten
Together we've climbed hills and trees
Learned of love and ABCs
Skinned our hearts and skinned our knees

Goodbye my friend, it's hard to die
When all the birds are singing in the sky
Now that the spring is in the air
Pretty girls are everywhere
Think of me and I'll be there

We had joy, we had fun
We had seasons in the sun
But the hills that we climbed
Were just seasons out of time

Goodbye papa, please pray for me
I was the black sheep of the family
You tried to teach me right from wrong
Too much wine and too much song
Wonder how I got along

Goodbye papa, it's hard to die
When all the birds are singing in the sky
Now that the spring is in the air
Little children everywhere
When you see them, I'll be there

We had joy, we had fun
We had seasons in the sun
But the wine and the song
Like the seasons, have all gone

We had joy, we had fun
We had seasons in the sun
But the wine and the song
Like the seasons, have all gone

Goodbye Michelle, my little one
You gave me love and helped me find the sun
And every time that I was down
You would always come around
And get my feet back on the ground

Goodbye Michelle, it's hard to die
When all the birds are singing in the sky
Now that the spring is in the air
With the flowers everywhere
I wish that we could both be there

We had joy, we had fun
We had seasons in the sun
But the stars we could reach
Were just starfish on the beach

We had joy, we had fun
We had seasons in the sun
But the stars we could reach
Were just starfish on the beach

We had joy, we had fun
We had seasons in the sun
But the wine and the song
Like the seasons, have all gone

All our lives we had fun
We had seasons in the sun
But the hills that we climbed
Were just seasons out of time",3:06,Philips,Chanson,33,7
1974,3,Love Unlimited Orchestra,"""Love's Theme""",https://en.wikipedia.org/wiki/Love%27s_Theme,https://www.songlyrics.com/love-unlimited-orchestra/love-s-theme-lyrics/,"Play our love's theme tonight
My love's here, it's no dream tonight
It""s been so long
Since we've danced to our love song
I know the melody that made him mine
Will be the melody that keeps him close to me (love's theme)
Play our love's theme once more
Make him feel, like he felt before
While the lights are low
Please, let the music flow
I know that the melody that made him mine
Will be the melody that keeps him close to me (love's theme)
Play our love's theme again
Touch his heart, touch his soul and then
Once we sip the wine
His lips will come to mine
I know that the melody that made him mine
Will be the melody that keeps him close to me
Love's theme","3:30 (single)
4:08 (album)",20th Century/Pye International,"Philly soul, proto-disco",4,6
1974,4,Redbone,"""Come and Get Your Love""",https://en.wikipedia.org/wiki/Come_and_Get_Your_Love,https://www.songlyrics.com/redbone/come-and-get-your-love-lyrics/,"Hey (hey), what's the matter with your head?
Yeah
Hey (hey), what's the matter with your mind, and your sign, and oh-oh-oh?
Hey (hey), nothing's a matter with your head, baby, find it
Come on and find it
Hell with it, baby, 'cause you're fine, and you're mine
And you look so divine

Come and get your love
Come and get your love
Come and get your love
Come and get your love

Hey (hey), what's the matter with you, feel right?
Don't you feel right, baby?
Hey (hey), alright, get it from the main line, alright
I said find it, find it, darling, love it if you like it, yeah
Hey (hey), it's your business if you want some, take some, get it together, baby

Come and get your love
Come and get your love
Come and get your love
Come and get your love

Come and get your love, come and get your love
Come and get your love now
Come and get your love, come and get your love
Come and get your love now

Come and get your love, come and get your love
Come and get your love now
Come and get your love, come and get your love
Come and get your love now

Come and get your love
Come and get your love
Come and get your love
Come and get your love

Hey (hey), what's the matter with you, feel right?
Don't you feel right, baby?
Hey (hey), alright, get it from the main vine, alright

La-la-la-la-la-la-la-la-la (come and get your love)
La-la-la-la-la-la-la-la-la (come and get your love)
(Come and get your love)
(Come and get your love)
La-la-la-la-la-la (come and get your love)","5:02 (album version)
3:27 (single version)
2:52 (DJ re-service version)",Epic,"Pop rock, dance-rock, disco, soul",28,29
1974,5,The Jackson 5,"""Dancing Machine""",https://en.wikipedia.org/wiki/Dancing_Machine,NA,NA,"3:30 (Get It Together version)
2:43 (Dancing Machine version)",Motown,"Disco, funk",NA,NA
1974,6,Grand Funk Railroad,"""The Loco-Motion""",https://en.wikipedia.org/wiki/The_Loco-Motion,https://www.songlyrics.com/grand-funk-railroad/the-loco-motion-lyrics/,"Everybody's doin' a brand new dance now
(Come on baby, do the Loco-Motion)
I know you'll get to like it if you give it a chance now
(Come on baby, do the Loco-Motion)
My little baby sister can do it with ease
It's easier than learnin' your ABCs
So, come on, come on, and do the Loco-Motion with me

You've got to swing your hips now
Come on
Jump up
Jump back
Oh well, I think you've got the knack

Woah, woah
Now that you can do it, well let's make a chain now
(Come on baby, do the Loco-Motion)
A chuga-chuga motion like a railroad train, now
(Come on baby, do the Loco-Motion)
Do it nice and easy now, and don't lose control
A little bit of rhythm and a lot of soul
So, come on, come on, and do the Loco-Motion with me

Woah, woah
Move around the floor in a loco-motion
(Come on baby, do the Loco-Motion)
Do it holdin' hands if'n you get the notion
(Come on baby, do the Loco-Motion)
There's never been a dance that's so easy to do
It even makes you happy when you're feelin' blue
So, come on, come on, and do the Loco-Motion with me
(Come on baby, do the Loco-Motion)
So, come on, come on, and do the Loco-Motion with me
(Come on baby, do the Loco-Motion)
So, come on, come on, and do the Loco-Motion with me
(Come on baby, do the Loco-Motion)
(Come on baby, do the Loco-Motion)
(Come on baby, do the Loco-Motion)
(Come on baby, do the Loco-Motion)
(Come on baby, do the Loco-Motion)",2:27,Dimension 1000,"Pop, rhythm and blues",20,18
1974,7,MFSB & The Three Degrees,"""TSOP (The Sound of Philadelphia)""",https://en.wikipedia.org/wiki/TSOP_(The_Sound_of_Philadelphia),NA,NA,"3:43 (album cut)
3:29 (single version)
5:48 (12"" version)",Philadelphia International Records,"Philadelphia soul, disco",NA,NA
1974,8,Ray Stevens,"""The Streak""",https://en.wikipedia.org/wiki/The_Streak_(song),https://www.songlyrics.com/ray-stevens/the-streak-lyrics/,"Hello, everyone, this is your action news reporter
With all the news that is news
Across the nation
On the scene at the supermarket
There seems to have been some disturbance here
Pardon me, sir, did you see what happened?

Yeah, I did
I's standin' over there by the tomaters
And here he come
Running through the pole beans
Through the fruits and vegetables
Nekkid as a jay bird
And I hollered over t' Ethel
I said, ""Don't look, Ethel!""
But it's too late
She'd already been incensed.

(Here he comes)
Boogity, boogity
(There he goes)
Boogity, boogity
(And he ain't wearin' no clothes)

Oh, yes, they call him the Streak
(Boogity, boogity)
Fastest thing on two feet
(Boogity, boogity)
He's just as proud as he can be
Of his anatomy
He goin' give us a peek

Oh, yes, they call him the Streak
(Boogity, boogity)
He likes to show off his physique
(Boogity, boogity)
If there's an audience to be found
He'll be streakin' around
Invitin' public critique

This is your action news reporter once again
And we're here at the gas station
Pardon me, sir, did you see what happened?

Yeah, I did
I's just in here gettin my tires checked
An' he just appeared out of the traffic
He come streakin' around the grease rack there
Didn't have nothin' on but a smile
I looked in there, and Ethel was gettin' her a cold drink
I hollered, ""Don't look, Ethel!""
But it was too late
She'd already been mooned
Flashed her right there in front of the shock absorbers

(He ain't crude)
Boogity, boogity
(He ain't lewd)
Boogity, boogity
(He's just in the mood to run in the nude)

Oh, yes, they call him the Streak
(Boogity, boogity)
He likes to turn the other cheek
(Boogity, boogity)
He's always makin' the news
Wearin' just his tennis shoes
Guess you could call him unique

Once again, your action news reporter
In the booth at the gym
Covering the disturbance at the basketball playoff
Pardon me, sir, did you see what happened?

Yeah, I did
Half time, I's just goin' down thar to get Ethel a snow cone
And here he come, right out of the cheap seats, dribbling
Right down the middle of the court
Didn't have on nothing but his PF's.
Made a hook shot and got out through the concessions stands
I hollered up at Ethel
I said, ""Don't look, Ethel!""
But it was too late.
She'd already got a free shot
Grandstandin', right there in front of the home team

Oh, yes, they call him the Streak
Here he comes again.
(Boogity, boogity)
Who's that with him?
The fastest thing on two feet
Ethel? Is that you, Ethel?
(Boogity, boogity)
What do you think you're doin'?
He's just as proud as he can be
You git your clothes on!
Of his anatomy
He's gonna give us a peek

Oh, yes, they call him the Streak
Ethel! Where you goin'?
(Boogity, boogity)
Ethel, you shameless hussy!
He likes to show off his physique
Say it isn't so, Ethel!
(Boogity, boogity)
If there's an audience to be found
He'll be streakin' around
Invitin' public critique
Ethelllllll!",3:18,Barnaby,"Country, novelty, comedy",39,5
1974,9,Elton John,"""Bennie and the Jets""",https://en.wikipedia.org/wiki/Bennie_and_the_Jets,https://www.songlyrics.com/elton-john/bennie-and-the-jets-lyrics/,"Hey kids shake it loose together
The spotlight's hittin' something that's been known to change the weather
We'll kill the fatted calf tonight so stick around
You're gonna hear electric music solid walls of sound
Say Candy and Ronnie have you seen them yet?
Woo
But they're so spaced out
Be-Be-Bennie and the Jets
Oh but they're weird and wonderful
Oh Bennie she's really clean
She's got electric boots a mohair suit
You know I read it in a magazine, no oh
Be-Be-Bennie and the Jets

Hey kids plug into the faithless maybe they're blinded
But Bennie makes them ageless
We shall survive let us take ourselves along
Where we fight our parents out in the streets to find who's right and who's wrong
Oh Candy and Ronnie have you seen them yet?
Oh but they're so spaced out
Be-Be-Bennie and the Jets
Oh but they're weird and wonderful
Oh Bennie she's really clean
She's got electric boots a mohair suit
You know I read it in a magazine, no oh
Be-Be-Bennie and the Jets
Oh Candy and Ronnie have you seen them yet?
Oh but they're so spaced out
Be-Be-Bennie and the Jets
Oh but they're weird and wonderful
Oh Bennie she's really clean
She's got electric boots a mohair suit
You know I read it in a magazine, no oh
Be-Be-Bennie and the Jets

Bennie
Bennie and the Jets
Bennie Bennie Bennie
Bennie and the Jets
Bennie Bennie
Bennie Bennie Bennie and the Jets
Bennie Bennie Bennie
Bennie and the Jets
Bennie Bennie Bennie Bennie
Bennie Bennie Bennie Bennie and the Jets Jets Jets
Bennie Bennie Bennie
Bennie Bennie Bennie Bennie Bennie Bennie Bennie Bennie and the Jets",5:23,"MCA
DJM","Glam rock, R&B",28,12
1974,10,Mac Davis,"""One Hell of a Woman""",https://en.wikipedia.org/wiki/One_Hell_of_a_Woman,https://www.songlyrics.com/mac-davis/one-hell-of-a-woman-lyrics/,"She's a woman, she's a baby
She's a witch, she's a lady
She's a free and gentle spirit
She can be what she wants to be
And if she wants to be with me tonight
Well, that's alright

She's one hell of a woman
Young and strong and tan
But soft when she loves me
Like a gentle kitten in my hand
She makes me feel like a hell of a man

She's wild, warm and tender
She'll resist, and she'll surrender
She's a free and gentle spirit
She can be what she wants to be
And if she wants to be with me tonight
Well, that's alright

She's one hell of a woman
Young and strong and tan
But soft when she loves me
Like a gentle kitten in my hand
She makes me feel like a hell of a man

She's one hell of a woman
Young and strong and tan
But Lord, when she loves me
She makes me feel like a hell of a man

She's one hell of a woman
Young and strong and tan
But Lord, when she loves me
She makes me feel like a hell of a man",2:57,Columbia,Easy listening,26,4
1975,1,Captain & Tennille,"""Love Will Keep Us Together""",https://en.wikipedia.org/wiki/Love_Will_Keep_Us_Together#Captain_&_Tennille_version,NA,NA,3:24,MGM,Pop,NA,NA
1975,2,Glen Campbell,"""Rhinestone Cowboy""",https://en.wikipedia.org/wiki/Rhinestone_Cowboy,https://www.songlyrics.com/glen-campbell/rhinestone-cowboy-lyrics/,"I've been walkin' these streets so long
Singin' the same old song
I know every crack in these dirty sidewalks of Broadway
Where hustle's the name of the game
And nice guys get washed away like the snow in the rain

There's been a load of compromising
On the road to my horizon
But I'm gonna be where the lights are shinin' on me

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo
Like a rhinestone cowboy
Getting cards and letters from people I don't even know
And offers comin' over the phone

Well, I really don't mind the rain
And the smile can hide all the pain
But you're down when you're ridin' the train that's takin' the long way
And I dream of the things I'll do
With a subway token and a dollar tucked inside my shoe

There'll be a load of compromisin'
On the road to my horizon
But I'm gonna be where the lights are shinin' on me

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo
Rhinestone cowboy
Gettin' cards and letters from people I don't even know
And offers comin' over the phone

Like a rhinestone cowboy
Riding out on a horse in a star-spangled rodeo
Like a rhinestone cowboy￼
Gettin' cards and letters from people I don't even know
Like a rhinestone cowboy",3:15,Capitol,"Country, symphonic pop",16,7
1975,3,Elton John,"""Philadelphia Freedom""",https://en.wikipedia.org/wiki/Philadelphia_Freedom_(song),https://www.songlyrics.com/elton-john/philadelphia-freedom-lyrics/,"I used to be a rolling stone, you know
If a cause was right
I'd leave, to find the answer on the road

I used to be a heart beatin' for someone
But the times have changed
The less I say, the more my work gets done

'Cause I live and breathe this Philadelphia freedom
From the day that I was born, I've waved the flag
Philadelphia freedom took me knee-high to a man, yeah
Gave me peace of mind my daddy never had

Oh, Philadelphia freedom
Shine on me, I love ya
Shine a light through the eyes of the ones left behind
Shine a light, shine the light
Shine the light, won't you shine the light?
Philadelphia freedom, I love ya
Yes, I do

If you choose to you can live your life alone
Some people choose the city (some people choose the city)
Some others choose the good old family home
(Some others choose the good old family home)

I like living easy without family ties ('cause it's easy)
'Til the whip or will of freedom zapped me, right between the eyes

'Cause I live and breathe this Philadelphia freedom
From the day that I was born, I've waved the flag
Philadelphia freedom took me knee-high to a man, mmh-mmh
Gave me peace of mind my daddy never had

Oh, Philadelphia freedom
Shine on me, I love ya
Shine a light through the eyes of the ones left behind
Shine a light, shine the light
Shine the light, won't you shine the light?
Philadelphia freedom, I love ya
Yes, I do

Oh, Philadelphia freedom
Shine on me, I love ya
Shine a light through the eyes of the ones left behind, mmh
Shine a light, shine the light
Shine the light, won't you shine the light?
Philadelphia freedom, I love ya
You know, I love you, yeah
You know, I love you
Yes, I do! (Philadelphia freedom)

I love you, yes I do!
(Philadelphia freedom) you know that I love you
Yes, I do! (Philadelphia) oh (freedom)
Don't you know that I love you?
Yes, I do! (Philadelphia freedom)
Don't you know that I love you?
Yes, I do! (Philadelphia) oh, oh (freedom)
Don't you know that I love you?","5:38
5:20 (edited version)","MCA
DJM","Philly soul, pop, disco",30,13
